Unnamed: 0,user_id,business_id,text,date,compliment_count
1398,VDV3xGcraG_7M0XPGlC8Rg,4f-sUmsOOzFXGPHGCtG66A,This place is amazing!  Best gelato outside of Italy hands down!,2015-09-12 19:27:49,0
1412,FaFhC1VPQzbRO4qus-kZig,sOsD6oWTCpobv67YYrEx6w,Great friendly service and good old home cooked Thai food. Really enjoyed it,2015-09-05 00:58:17,0
1429,SLHsm4xLFxzzzPhPONnUCw,IwVv7QW1nP0qLXht2ZbzPQ,Mochi ice cream only in season !  They can't get it in the winter due to it being shipped in dry ice :(,2014-03-25 01:56:13,0
1490,VSl6i7SAZMaOKLwixN_a7A,f5bxum0nk-0w4BiKVl01xA,Service sucks.,2012-05-28 01:47:53,0
1508,6mM94F_nbAsSnPEqCdZ7-A,HVHAgYJXJn6DGZNgJ8ZZlA,Great place to grab a quick scoop of ice cream. Open late is a plus!,2016-04-26 01:26:07,0
1514,9ziunzgUiFoe5l6tkKSmzQ,WusMzJ8tqmyLLwL7ygkDsg,They now have local honey and honeycomb pieces you can add to your frozen yogurt.  They also have homemade cubed marshmallow.,2016-01-21 23:13:22,1
1532,PI51J_fKhEfZKhi-MjWBpg,rmfeOvngknygB23Apd8oJA,"Don't forget Ms Mann's last day is Friday, December 6, and then she'll close until Spring. We talked about her travel plans. A wonderful person.",2013-12-04 21:43:33,0
1557,pQLYktcB32JFCsvULH1EJQ,PzzxZ8oOSu3aDwrduLhYxA,There's a woman here giving Thai hand massages at a table!,2013-02-17 23:28:40,0
1616,rKM3mNaCUk6gdSt7znsVAA,8b529UFE0kOQ-Ca40hAmXw,Gelato date w/my Mom!,2012-06-03 19:14:25,0
1625,kGN4wPJC5KgEoXDNoolDYw,s-MzlhV_1bFUW3bHlYFGBQ,Enjoyed the vegan red velvet cupcake.,2017-06-12 18:02:09,0
1663,AVphofxwZzhUkz34RF1fdA,5y6uw0sFh-zmA2J6XdFywg,Very nice and friendly,2014-09-02 19:20:46,0
1693,NHgweNqHp3pXkAeSVbzx8w,7Y2Yr5SbJfQ2oeKrpTeQBA,Get a cow card get free coffee and ice cream scoop on ur birthday,2014-06-24 15:31:49,0
1712,2XHr-Pdqqdp__sgK3pcKZQ,qcyBAyC7ts4OWZ-3HnD1KA,Ask them for samples before committing to any flavors!,2014-09-06 02:47:54,0
1723,3Judre_y0be7MIvT5ZIIxg,VxxY2VlTZXJ2xnkEnjGVqw,This location actually closes at 10pm! Don't know if that's temporary or permanent.,2016-04-27 14:33:16,0
1729,gNzxQLBLm2b5AFXhNisqLg,o_L9Ss4boqq6ZEF9xeSH6Q,Fresh waffle cones,2013-02-10 04:23:03,0
1751,GoWp9tc0VTw_XmTfkXY5tw,sCyqVDtWysnVwkUvyN-uUQ,Salted maple pecan. Life changer.,2012-05-29 17:40:45,0
1800,bgwZNr6L7C5MG9Yo-peEMg,Vspy5HW0d84BKRTFocP_kw,Came here for the gelato. Was not impressed at all.,2014-03-15 19:21:15,0
1891,Yein9ksmyFA_8OxxMzjnCg,B2b41xMUailuO_zmj7crvg,You know service is bad when you just gave up on getting your order right.,2015-08-30 17:09:36,0
1898,tgrs5VQ6thhouiEtMU-N_w,F9hlPeOvePSkjw1VGJDMAA,Really good ginger syrup~,2012-03-14 04:50:16,0
1933,Uy5wkhybGizttecJqCdMtw,o_L9Ss4boqq6ZEF9xeSH6Q,Just tried all their flavors which were also described to me. Wow! It was tough to chose between the mint julep ice cream and honey lavender.,2014-06-04 00:57:19,0
1982,qk9d-B20jKbX3fbMDgmdbg,1qwxzGRcU1y3tJrsoYQ4Rw,Save room for ice cream!!!!,2016-08-07 16:24:25,0
1994,EDBTE8HMO-iN5hAi9B382A,BpvnXgjaM9UCwFuPiQbvTw,Great frappes!,2011-05-02 15:30:05,0
2038,Gxzp5e0rPmLotx2xd7rhvw,gmx455umg-W60szlIHDrWw,"Great place but they are only open until 5 or 6pm depending on the day, so make sure you catch them for lunch!",2014-03-30 21:19:04,0
2137,iV53zjVVdILWQjmLpp_S5A,u5ztKk_mmNKyhRHBFRgZuQ,Tots!! Wiff cheese!,2011-10-15 18:12:30,0
2158,DoNotFHCBORJodPsW-7KAg,x8hrNm216nV6TD2k2_k3NQ,The mint chocolate chip ice cream with strawberries is nice.,2015-06-06 18:05:06,0
2160,Ja5cpD1wk_DVh-2FxshogA,buTr0hMiyDbjQvFJgm-Eew,Coffee oreo ice cream in a waffle cone!!! Love love love!!!,2017-09-22 05:30:55,0
2167,L8EcgDmVTUDKD-AN5Jswfw,p2BgSrLx-_g0N4cpZ0yB-w,4th grade authors from Blackshear are reading their pieces here today. Cool! Sweet little shop supporting its local community.,2012-03-23 15:22:21,0
2170,OUhjxP860Bx4J_AC2_JYxA,Ou18h60bGEviaxWys_ZVeQ,Much better prices on convenience store items than nearby West Lynn Cornerstore.,2013-05-22 20:13:02,0
2182,9LJTvAakq4oJdnhrm-e6IQ,30xfZ6TzqTZ0BPlUVjIEkA,The montepulciano is awesome.,2012-05-29 02:35:04,0
2189,KcHbGVWtC5xR_TcH0mqwgw,nlK9cjvzlOX2x4RP-u34jw,Kids gave this a big thumbs up,2012-10-21 20:05:57,0
2272,PI51J_fKhEfZKhi-MjWBpg,cAG2JgD9M005clXsVp4R-Q,"Alright, I'm getting bored of everyone's pumpkin...",2011-11-03 22:14:08,0
2282,WMLrJpSqeQU9us9FTKJFew,n4iucszNLlT0m4J_tstUpQ,This place is hugeeeeeeee! And the cookies are delicious!,2018-01-13 19:44:55,0
2294,BXjG6ljYq306T25Fqu71Fw,tPStsWRM-7TRR3oO9-pJkg,"They'll custom make an ice cream sandwich for you. I got chocolate chip cookie on the bottom, brownie on the top, and mint chocolate chip ice cream in the middle.",2017-07-08 21:23:16,0
2340,EqSlbKalrgUe2mt3IuBgWA,VTGCGDJZ_p2jJvH5xIvB6A,They're the best.,2016-01-17 19:23:11,0
2383,5MWbpai3ywwU6gCp-uVCOA,D3ND25B6h3xOJVuohZxMtg,Spicy Thai Peanut is legitimately spicy!,2013-03-09 04:33:41,0
2401,GeWHToqhS4oZq2-UCYWR-g,qifKceDXL5NjfX3DaxY__g,Friendly staff and long wait. Great flavours and portion. Would come back for more.,2017-08-23 01:00:02,0
2415,Tf1EmLLUZ2tlpOhaU2kvpg,2nA8ZfUXv3IFTSAzTkPwsw,Don't forget to check the flavor of the day!,2014-08-27 00:16:09,0
2425,PI51J_fKhEfZKhi-MjWBpg,LBlHMWMP6EI4ZmDBEshXEA,Angie works 12-hour days & is still smiling. Reeses PB  topped by Reeses PB cups-that's gonna be 3-miles in the morning...,2011-10-02 03:40:52,0
2496,k8y8sNAXTl6XMzg5Qr61rg,tz-dssfFiPFGLJ7q_g_aLQ,The Foghorn is officially no longer available.,2013-02-15 18:41:01,0
2527,O6nk-C5T6FGDNqnxA1p9WQ,Ex61VxkJOHxP2oPIMQilGw,They have popping boba!,2011-07-21 03:28:14,0
2541,PI51J_fKhEfZKhi-MjWBpg,MFVr6pMQxFsUwdEfUueaCQ,"Oh, Lick uses the Square payment system too. The couple behind us were impressed -  ""Damn, we're downloading that..,""",2012-05-27 15:01:00,0
2563,vojPWEUrQUzSfKDafoU7_Q,LxVEN-q8W4qPnud5vlpUxg,Best vegan ice cream I have ever had!,2013-04-28 17:39:51,0
2736,VARGOfCWnzttmOEdXjQwfQ,8ikV6lGxy9JlbVPsYxCB7g,now serving boba tea!!!,2012-08-10 01:54:14,0
2855,-YELPOCJFk9CgVgNVOi_Zg,s_bjwM4vB5eEHGGBLb1O3A,Great flavors and excellent prices. We love this place!,2014-09-07 21:13:28,0
2913,5n6112aQD_mvRDIt_rid-w,WmVlaZJjl58GFX9xHOs91Q,"One of my fav... #BerryPunch, waffle chips and #gummybears",2014-06-06 23:29:40,0
2966,pQIftK8AFsgkkvIFIdI4vA,6Hgj12NDy-1P8bdHKLTCkA,Free cone day!,2011-04-12 21:09:10,0
2983,v7_GD1H4C-eVUv8Da4slcQ,sNgdViHRcEeoJNXUNIa5uA,"In a word, YUM!!! Delicious hard ice cream, generous portions and not too expensive.",2015-05-23 20:34:47,0
3053,zWGj3oOA_X8QPho_l5BRKg,1Eq16r_MSnvPsnIykBdy9w,"Yes, my favorite pizza in Austin!",2011-10-22 21:33:52,0
3090,tAKk5PU9SNUxWKxvG4LQiQ,xsFTI638RDYkcr7vxccL9Q,Matcha crepe was pretty good!,2016-08-13 03:04:22,0
3108,4ZfHbIbmyTuCX0BXNOocrg,Cc6GPBlYeuZIyuf0z7aoPQ,They're suppose to be open today but they aren't - GRRRRR! My search for snoballs is failing.,2012-10-21 19:53:33,0
3121,V-957jfQus70R-ajO7XTiA,95rNN6oU6lAPcYyQrM_fSQ,If you think you're ordering a small I've cream cone... You probably mean you want the kiddie cone... The small is pretty big.,2014-03-16 04:46:22,0
3123,fXCWWPks9Z1nbJwiNn7QkA,o_L9Ss4boqq6ZEF9xeSH6Q,Sea Salt w/Carmel Ribbons,2012-11-26 00:28:25,0
3159,mps347-46xBxqFwaeIa-Lw,pDfz1q1ELTTdRudwnxOLUw,Get a Cow Card! Worth it.,2014-04-04 19:22:31,0
3206,sxSSnS7piXDKrWH2MVJ_vQ,N2Dcz2PjJDb3ioHvvmao9Q,Coffee Oreo,2010-03-24 21:35:29,0
3322,-tN3jAW32w0PGmiwaPcC6w,6p5m1KrtkFdphJcBsfCaOw,Thus place is crazy crowded. Someone needs to franchise thus bizzle.,2010-03-14 05:09:38,0
3341,Hi10sGSZNxQH3NLyWSZ1oA,vDEAQqnikJXVKmM090WbQA,Amazing choc malt w caramel shake,2014-06-06 01:20:54,0
3379,hTEKSL52x8cUUlHpUEx4lw,UtHifIBqqg3iqgWBGPEEwA,This location doesn't follow Jeni's rules. The line and tasting is free-for-all. Not a fan of such disarray,2015-01-24 03:55:57,0
3399,6pEbExebFJMTwfONIQtcXw,yfU-tGTDMdF6nKISzb25-g,Good for late-night dining. Now featuring the new birthday cake milk shake.,2014-06-20 01:56:04,0
3418,X2f65FJ2EZ5pb16jzcVAoQ,pDfz1q1ELTTdRudwnxOLUw,They cater!!!,2016-11-18 22:50:06,0
3486,VFSxpE6fH0YjflYAAkESig,JAShhtqCGcHNrji4kJiQ0g,Awesome place,2017-03-20 23:16:20,0
3566,0zjyOdEBA0-rt35dk5oEbQ,NoF4NhO_o6oSyr5CwhwG_g,When ordering your ice-cream in a bowl don't forget to ask for a waffle chip!,2016-08-16 20:30:42,0
3585,lj3rJy1dUuHMDnqU_OCfsA,-loAMvamhl-6kGw9jnetww,They accept reservations. Closed on Mondays!,2013-08-28 00:18:29,0
3595,OK_Ict3VeLlh1kJQOMK8Hw,G6H8NkJUkKAtfzn7KEb2Zg,Pumpkin is here!,2012-10-09 01:14:51,0
3610,5olyI2uTx5ExRD7xVhivXg,e56Itu8AwOurYx1pQxdd8A,"This place is best! Savory or sweet, you will NOT regret eating there.",2015-05-16 07:55:16,0
3622,imIrFvYzTq6FpYCsa3Wt5A,YVdTl-VERcOig4MP1264Rw,"I'm addicted to packed pints of maple-sweetened fig, but toasted coconut is nearly tied for my favor. My kid is pretty into the monkey head sundae.",2013-08-18 20:14:27,0
3632,8B2g8RwFyUnCPEj26s21Dw,QBYiIpsfeVuelfG3asBm-w,"Try the espresso with the triple chocolate, or the mint chocolate chip with the triple chocolate frozen yogurt. I heard the fruity flavors are delicious too.",2014-04-05 00:22:14,0
3639,SK4BTFT7dS2SKv2OSHijFQ,xMPcVuz9FvulJQzOjsnpGQ,"If they have it, try the irish mint!!!",2011-04-19 22:35:30,0
3678,j14WgRoU_-2ZE1aw1dXrJg,bDve3kndC3ptyQZ7svTWhA,Street parking in the neighborhood is free except for spaces close to the intersection of Virginia and Highland (near the store). Those are metered.,2016-12-05 14:53:56,0
3737,0MeivhX0kZCfV3zMtHtk9Q,Nxm-o8Fisjj6Cal--1krog,Great service.,2014-06-03 16:36:43,0
3803,k_oUkFj3fBoCB5z_jHMP-A,SS6MJGOyDRjduWbGhpYMyw,Vast selection of flavors!!,2013-06-01 23:52:46,0
3839,L3ijErYkEua3k39DKTYB7A,4BE2olbPXcBHEcFbGSB5_A,Bacon burger with double bacon. $10,2014-09-19 21:19:01,0
3844,FYuSYO1PvJU-I4Hlgio6mA,VxxY2VlTZXJ2xnkEnjGVqw,Finally trying it out,2012-07-22 23:14:12,0
3883,PI51J_fKhEfZKhi-MjWBpg,YVdTl-VERcOig4MP1264Rw,"Ok I'm actually stuffed, but I'm going to  do one peanut butter on a cone to have a buffer check-in over Ashley...",2012-01-07 01:28:45,0
3931,IDVFG1pNSHIHoVuoLuZpcQ,NK7mCv1aIvpuWkn5tj_XKg,Located inside ponce city market,2017-06-06 17:45:41,0
3972,-2sNTzGyci98Mp9PmPRg8w,mGVVbBW0e6NVyNxHRstz_w,Try the red velvet cupcake batter yogurt.,2011-08-08 01:59:13,0
3997,W9JdabvUe84Ja8Sj8uEu6Q,lzJ2QFiScrLJkGsjzXjXxQ,Wooooo hotdogs & fried clams. My first visit here,2011-10-06 16:35:51,0
4056,H2QpOcyb9C3doHOwcDic1A,CmCfuEn0Cunceik3iCJq9Q,"This place is surprisingly great. FroYo is good, topping selection is very good, and the price is pretty great.",2012-10-08 19:38:41,0
4068,tjXIJJ5nfY2Vs1G49pAquA,fnH2j1K_M6pxuuYPF3S2Zw,"Try the flat bread pizzas, although they did away with bbq chicken :(",2014-06-09 13:22:16,0
4080,HEV9i_lHSMvrg7oqnykCCA,QF9-_EoCi2bVCBjLhd4gtg,Guiness flavor is so much better than it sounds. Captain Crunch is damn good too!,2010-03-20 01:52:31,0
4139,jpBKVGG6ORulOXQ5vex4tg,St_voJD_n-LYSQUsc5Pdxw,Quaint diner with friendly staff and adequate food.,2016-05-01 05:37:12,0
4158,KrFVFyvmOOJgM61nydmNrA,k8DuN7PJBW9_-z9VpQ6W4g,Toasted wheat turkey hoagie with spinach and tomatoes. Amazing! And the coffee is always good!,2013-03-03 20:50:01,0
4187,rLeGiblHoexuhp8lXaQHyg,eY3IFXk5w_Y8WoUwTHafUQ,Frozen Mexican vanilla yogurt!,2011-04-30 00:49:16,0
4220,Tgb0gO-vIUHZyyEbA-k1Ag,1Eq16r_MSnvPsnIykBdy9w,Damn good!  Even better with awesome friends!,2011-04-15 01:29:49,0
4226,Xy5NJ3TxB4-KGCaPBajYlg,raJDDHU-Xfe2c9_6nNUOiA,Yummmmnn!,2011-04-09 00:09:46,0
4271,kh05qHDCDAQ9pguEqBEh2A,SoPFu_3LgFbMd-KMrVucuw,The employees get a little moody when it's busy. If you're nice and patient they might get your drink right!,2011-04-10 23:19:52,0
4363,3NGFLDRQPfX0jpo-fSWEgA,eU79Z73ns_NrSpQleTIcNw,So gross. Don't do it.,2018-04-27 05:44:50,0
4426,mL4CkTueL3cM0jjeMIUCqg,D76LvtyfjgO66VngDfsdYA,Amazing,2012-05-20 16:47:55,0
4482,57km7WZVoq96f2uR_67VJA,ShILLkCk8UZ3H5qJVC5bKA,Best flippin' lemon bar. Caramelized on top and everything!,2015-02-15 16:55:50,0
4499,tMKVZfyXai7ZPMgTHmi-ig,12dGG5qGLZ4QH6rjX91PBg,Awesome selection! Local biz and they sell them at HEB and Whole Foods as well!,2013-05-25 21:59:14,0
4503,bQMIie0BxC_-YXCgeAIgCg,SoPFu_3LgFbMd-KMrVucuw,Very cool place,2013-08-25 21:55:17,0
4574,De8koO26NgVx9GkII-bgwg,2ZJUU5ihzZZSPaSvy6aZew,Drove past this scoop shop last night. A sign in the window said B&C is closed until spring.,2015-01-11 15:58:42,0
4774,Gm1LJM6Q668npCnA4NzsnQ,1qwxzGRcU1y3tJrsoYQ4Rw,Banana ice cream with hot fudge.,2015-02-06 21:55:12,0
4775,52BSd0kY8AndWPrybOMMsg,6_NxWHy4flcwAlxMlK3ONQ,More estrogen than a planned parenthood in this joint.,2014-06-03 18:53:33,0
4781,hBicl52tMVsTecdZSVL-lQ,RL4H0wfUPiIkLfUM273Rdg,Free wireless!,2009-12-29 13:36:33,0
4786,wh4_AwDV2NSsZ-LEmNWffg,SSOx0BLXiVfmJWCY5XJDrw,"Upstairs seating is plentiful with foosball table and views of Winthrop Square. Elevator is in the back and outside the store, shared by Bonchon/Maharaja.  Baby changing table is tucked in the handi-accessible stall in the women's bathroom. Skip the Lobstah Shell Concrete.  They have a draft beer exclusively brewed by Brooklyn Brewery: ShakeMeister Ale, $5.69 for a pint.",2016-05-13 18:50:28,0
4900,Lwyjwmodkmw4b9axrMXXdg,G10oEKL3TPpk9YbWzqKNsQ,Happy hour,2012-05-20 19:11:05,0
4917,jhMu4BOdb5aAP-EiZJq2tQ,h3C-M7C7n9IRNwcCFxTG3w,Great patio for watching street scene.  Has TV too.,2012-08-04 00:32:37,0
4943,-6Mvirp6cAHgviRZhdmfjw,QmVlkV5O4IgCp116ECTZFA,"If you like matcha and wonderful service, you must come here!",2016-04-23 21:23:12,0
4986,mZf3MJY6x2fh1xNKNY7r8w,VF7riFMZ5IuYh8hvlaDChg,Because it is almost 60!,2012-03-23 23:35:47,0
5037,JwC0jH0lO_tj1tXF1sBZpw,fzB7pE82qzgSftpe-jpWnw,"Go get your HD scoops right up the street at the Cumberland Mall. Slightly smaller selection,  but you get your money's worth.",2013-09-07 15:35:42,0
5146,3fomUsXlB9yJLfi_sDhDQg,1mZLSTUJVGlE7iZIXqZwwg,Sooooo yummy and good for you too!,2011-01-01 16:59:18,0
5197,GhGjYVkGf-B_8Vi5YtY-cQ,YFQHbPDcqMVAhjeKHU_kTA,"As of 9/10/2014, price is 0.51 per oz",2014-09-11 00:40:38,0
5210,Ij0i0n10rg30A1IyQ_JZdw,MKxL9THDQzULSZompmuhOQ,"download the upper crust app for your iphone in the itunes store! while there search ""mobilaurus"" to find apps for other fav boston eateries",2011-01-10 21:38:31,0
5231,e3DQC78WePXjLt3GDyR6QA,qyRAQ-VELAA28JCGcqDb2A,A little understaffed but they crush it with their dessert game!,2017-06-25 01:29:48,0
5240,Cfg_U1xrTNrGgBZm2Leauw,IdJVKP-Tgs7hiiSRwNJ1rA,"Two people working at 8:30 = a line of only a dozen+ people yet it takes 15+ min. No, thanks.",2017-10-04 04:27:47,0
5279,rM1a-shO1xmjjBA3_jS2eQ,nYkLe34HNC6w35ce0LMtCg,What happened to all the good carhoppers ??!,2016-11-22 06:27:18,0
5286,2DIROtj61hY3n356gU8BBQ,PExghPL3-5rdMuw3mI95sw,Delicious soft serve ice cream!,2012-08-05 19:35:17,0
5299,DeqIeM5LTAC4MmYLtJxn7Q,XT-MDeaCeEZkIJYlHpznnQ,Mango flavor is a good choice.,2012-03-17 01:42:55,0
5300,V3pAIoKS9I67Ik7zzYL1uA,o_L9Ss4boqq6ZEF9xeSH6Q,"You must try the stump town coffee ice cream! Pricey, but worth it ;) I think $3.95 per scoop.",2013-09-01 00:24:09,0
5301,gZunx7iVjRJV3QlXzEqWJg,mfQ--JjHdix7_z0ky93YFQ,Actually on the corner of Boardwalk.,2013-06-12 18:55:24,0
5335,ph56ql9fH4B7-Q3Yv_h0Eg,qPgpx2__GuIrJYMMj-o9xg,Interesting menu. Don't know if is healthy but it is good.,2012-07-27 18:34:34,0
5446,OH2V4pjngfcJjNDRa9YoaQ,IyLLref8p5xTcuO7SpHf-g,I went with the original Sea Salt with Carmel Ribbons in a waffle cone. Was not disappointed! The vibe is very hipster Portland with loud 90's pop music! Great little gem in the Alberta Arts district!,2013-05-25 22:16:52,0
5457,3yoW7QJhDg7wtsNod41YbQ,u1Xq93R4LQ2VV2hK8MK5Wg,The BEST ice cream I have ever had. Hands down. And so many great flavors!,2014-06-07 00:03:05,0
5487,h4CvnY6SMdg_jEuupsp9jQ,SHE7eREIhFpLGLH_uV59Ow,Scoutmob for free hot dog expires in 3 days min cc charge of 5,2012-07-27 18:13:59,0
5568,ATadlXpPzrfBJfqoPgP-dw,Bhne-nChrFIf3Pg2olE7Ag,"This is not fast food ice cream, this is made to order and takes a bit of time.",2015-09-07 03:42:27,1
5581,U3Z1OhEE67Eva0ZPTWSHnQ,G10oEKL3TPpk9YbWzqKNsQ,Tuesday half price burgers!,2013-02-13 03:28:56,0
5582,AKc1anx1qGCe3Fy6U3NtZA,5MDs3Z7kygW1bH2mccZY9g,Wow! The best yellow cake batter. Wish it were sugar free,2011-08-01 20:05:11,0
5603,5UNl9BPPLQG0QTjbFcM1lQ,N2Dcz2PjJDb3ioHvvmao9Q,"Maine Black Bear: raspberry ice cream, chocolate chips and raspberry truffles... YUM!",2012-07-28 17:45:40,0
5690,BI0c6h773BwH3WOJsj3uTQ,evCTOX_JPGLI2ksO1h6bCw,They now offer hard ice cream too!,2013-05-30 00:45:27,0
5763,bYUnAkTmWx_KgXwqr8K1sQ,8uy2WYBX_vesVPvS93QsUA,Top,2012-10-09 23:03:01,0
5823,Sd357RRT7uLQ3v52aQaLqw,u1Xq93R4LQ2VV2hK8MK5Wg,Quiet spot to work during less busy hours.,2015-10-01 18:40:35,0
5849,9tB09pj0PKksPumglfgh-w,rl1UQNKpmuJy3qrm14JYdA,Chicago dog rocks!!,2012-03-24 02:56:12,0
5916,n6lAXF0lBgXLBvFXDvUuVw,SyQUwKyY65JOJTDGF4OxfA,15 minute lunch.,2011-08-22 19:44:56,0
5923,PI51J_fKhEfZKhi-MjWBpg,rfqq-rHTTipS5XSuOhxCXg,"At Baguette e Chocolat on Bee Caves you can practice French, at Dolce Neve you can practice Italian. I ran into Allison Y here, and we were practicing Yelpspeak.",2014-03-16 16:45:39,0
6072,7VpL3MvQQ1XecJPvedd7SA,bSmQbw5A-WA0TtmFc1NTpQ,DO NOT order to go unless you are going to be there right on time to pick up. One of the most delicious parts of Dave's are the rolls... and they will be ungodly soggy if they sit around for too long.,2016-05-03 18:32:23,0
6153,SSptz2WH3mLZUI_JSWPnUg,kps_seTW758-4BPga_X68w,This stuff is amazing!!! You must try it. This is real gelato.,2014-07-13 01:18:04,0
6216,ssL918xqk3Ks6AhT3trbaQ,95rNN6oU6lAPcYyQrM_fSQ,Long line for a free italian ice....the are having a grand opening today for new Maitland location. They moved and now have indoor seating.,2016-04-23 16:18:19,0
6222,n0nMVTi_Rgz8jADYgCDxOg,62b_RSsuD6ORxaibUlCo5A,The drink is ok. But the price is above average. And the choice is not enough to me.,2016-11-17 21:50:35,0
6264,83wVBjW1caQeeSgDnT4uVA,OgvvTJFAJ28BcUP28bTJzQ,We really don't fit in here,2011-10-13 20:00:33,0
6302,VZpzm3HG_YXPHvY97m05qg,o_L9Ss4boqq6ZEF9xeSH6Q,"Waiting in line, it's out the door and around the corner.  Apparently Portland's best ice cream. Will let you know once I've tried it.",2012-08-13 04:40:30,0
6315,TgMG5riWMqGlZTspSDh_kA,qboJpnvLbIWY4qi4rVz5Mw,Old school diner feel with Subway-style ordering. Wicked. And lentil burgers & yam fries for hippies like me,2010-12-04 23:37:48,0
6440,DeqIeM5LTAC4MmYLtJxn7Q,1qwxzGRcU1y3tJrsoYQ4Rw,Caramel swirl ice cream looks good at $3.75 a scoop.,2012-03-25 18:17:36,0
6478,l_eDRCfkLcaiZzl2T9qJdA,unBh82VGh9thY6LuS-zv2w,Maraschino cherries are terrible! Yogurt good though.,2012-07-29 02:58:00,0
6503,3l9-2cxLhwthG3qhYtEgcg,NF8JyPI4c6QT7ihwJHL-Bw,Dessert!,2012-07-29 00:07:07,0
6615,LrDPST561iKmTVZ1RSh71Q,ShILLkCk8UZ3H5qJVC5bKA,Another day of awesome coffee!,2010-12-12 17:30:43,0
